window_start,window_end,mid_date,fp_ratio_mean,strong_neg_ratio_mean,abs_ratio_mean,somatic_ratio_mean,death_ratio_mean,passive_per_100s_mean,word_count_mean
653,657,2026-02-03,0.0286,0.0,0.0,0.0006,0.0,2.77,279.6
654,658,2026-02-06,0.0309,0.0,0.0,0.0006,0.0,3.448,253.0
655,659,2026-02-06,0.0289,0.0,0.0,0.0006,0.0,2.396,262.2
656,660,2026-02-09,0.0259,0.0,0.0,0.0006,0.0,2.396,295.2
657,661,2026-02-09,0.0192,0.0,0.0,0.0,0.0,1.856,351.0
658,662,2026-02-09,0.0199,0.0,0.0,0.0,0.0,1.25,316.8
659,663,2026-02-16,0.0167,0.0,0.0,0.0,0.0,0.0,320.8
660,664,2026-02-16,0.0278,0.0,0.0,0.0,0.0,0.0,299.0
661,665,2026-02-16,0.0278,0.0,0.0,0.0006,0.0,1.632,321.8
662,666,2026-02-16,0.0273,0.0,0.0,0.0006,0.0,1.632,230.6
663,667,2026-02-18,0.0258,0.0,0.0,0.0006,0.0,1.632,223.4
664,668,2026-02-18,0.0302,0.0,0.0,0.0006,0.0,1.632,229.6
665,669,2026-02-21,0.0162,0.0,0.0,0.0006,0.0,2.466,264.4
666,670,2026-02-21,0.0172,0.0,0.0,0.0,0.0,0.834,237.4
667,671,2026-02-21,0.0181,0.0,0.0,0.0,0.0,2.652,210.4
668,672,2026-02-23,0.02,0.0,0.0,0.0,0.0,3.178,277.2
669,673,2026-02-23,0.0197,0.0,0.0,0.0,0.0,3.178,259.4
670,674,2026-02-24,0.0218,0.0,0.0,0.0,0.0,2.344,290.2
671,675,2026-02-26,0.0213,0.0,0.0024,0.0,0.0,2.344,257.2
672,676,2026-02-26,0.0187,0.0,0.0024,0.0,0.0,1.24,409.6
673,677,2026-02-27,0.0195,0.0,0.0024,0.0,0.0,0.714,380.4
674,678,2026-02-27,0.0296,0.0,0.006,0.0,0.0,0.714,383.0
675,679,2026-02-27,0.0253,0.0,0.006,0.0,0.0,0.714,353.2
676,680,2026-02-28,0.0254,0.0,0.0036,0.0,0.0,0.714,348.6
677,681,2026-02-28,0.0287,0.0,0.0051,0.0,0.0,0.0,209.6
678,682,2026-02-28,0.0319,0.0,0.0051,0.0,0.0,0.0,166.4
679,683,2026-03-01,0.0176,0.0,0.0015,0.0,0.0,0.0,175.2
680,684,2026-03-01,0.0282,0.0,0.0017,0.0,0.0,0.18,419.4
681,685,2026-03-01,0.0339,0.0,0.0017,0.0,0.0,0.18,422.8
682,686,2026-03-02,0.0324,0.0,0.0002,0.0,0.0,1.608,425.8
683,687,2026-03-02,0.0276,0.0,0.0002,0.0,0.0,1.608,454.4
684,688,2026-03-02,0.0343,0.0,0.0002,0.0,0.0,1.608,439.6
685,689,2026-03-02,0.0267,0.0,0.0006,0.0,0.0,1.428,225.0
686,690,2026-03-03,0.0241,0.0,0.0006,0.0,0.0,1.428,290.0
687,691,2026-03-03,0.0164,0.0,0.0006,0.0,0.0,0.0,269.6
688,692,2026-03-03,0.0227,0.0,0.0012,0.0,0.0,0.0,313.8
689,693,2026-03-03,0.0264,0.0,0.0015,0.0,0.0,0.442,981.2
690,694,2026-03-04,0.0314,0.0,0.0013,0.0,0.0,2.822,1031.8
691,695,2026-03-04,0.0394,0.0,0.002,0.0,0.0,4.984,1024.4
692,696,2026-03-05,0.0512,0.0,0.002,0.0,0.0,4.984,1026.6
693,697,2026-03-05,0.0447,0.0,0.0031,0.0,0.0,4.984,993.6
694,698,2026-03-05,0.05,0.0,0.0028,0.0,0.0,4.542,352.4
695,699,2026-03-05,0.045,0.0,0.0024,0.0,0.0,2.902,284.6
696,700,2026-03-06,0.0334,0.0,0.0017,0.0,0.0,0.74,259.6
697,701,2026-03-06,0.0364,0.0,0.0017,0.0,0.0,0.74,258.6
698,702,2026-03-06,0.0481,0.0,0.0008,0.0,0.0,1.228,339.8
699,703,2026-03-06,0.0399,0.0,0.0008,0.0,0.0,1.228,345.0
700,704,2026-03-07,0.0462,0.0,0.0011,0.0,0.0,0.488,457.8
701,705,2026-03-07,0.0492,0.0,0.0017,0.0,0.0,1.778,583.4
702,706,2026-03-07,0.0383,0.0,0.0017,0.0,0.0,1.778,589.0
703,707,2026-03-08,0.0257,0.0,0.0009,0.0,0.0,1.29,488.8
704,708,2026-03-08,0.0205,0.0,0.0009,0.0,0.0,1.29,487.4
705,709,2026-03-08,0.0203,0.0,0.0019,0.0,0.0,2.466,349.4
706,710,2026-03-08,0.0387,0.0,0.0013,0.0,0.0,1.176,196.0
707,711,2026-03-08,0.0417,0.0,0.0013,0.0,0.0,1.176,191.0
708,712,2026-03-08,0.0556,0.0,0.0013,0.0,0.0,1.176,177.0
709,713,2026-03-08,0.0544,0.0,0.0013,0.0,0.0,1.176,180.2
710,714,2026-03-09,0.0466,0.0,0.0008,0.0,0.0,2.962,295.8
711,715,2026-03-10,0.0337,0.0,0.0013,0.0,0.0,3.832,385.6
712,716,2026-03-10,0.0288,0.0,0.0013,0.0,0.0,3.832,389.8
713,717,2026-03-10,0.0165,0.0,0.0037,0.0,0.0,3.832,436.4
714,718,2026-03-10,0.0238,0.0,0.0039,0.0004,0.0,4.378,634.6
715,719,2026-03-10,0.0267,0.0,0.0053,0.0004,0.0,1.416,499.2
716,720,2026-03-10,0.0306,0.0,0.0055,0.0004,0.0,1.212,459.2
717,721,2026-03-11,0.0319,0.0,0.0055,0.0004,0.0,3.148,514.6
718,722,2026-03-11,0.0443,0.0,0.0034,0.0004,0.0,3.446,611.6
719,723,2026-03-11,0.0411,0.0,0.0032,0.0,0.0,2.9,389.4
720,724,2026-03-11,0.0377,0.0,0.001,0.0,0.0,3.982,419.2
721,725,2026-03-11,0.0246,0.0,0.0003,0.0,0.0,3.316,391.6
722,726,2026-03-11,0.0318,0.0,0.0003,0.0,0.0,1.892,398.6
723,727,2026-03-11,0.0178,0.0,0.0,0.0,0.0,1.594,248.6
724,728,2026-03-11,0.0193,0.0,0.0,0.0,0.0,2.334,296.0
725,729,2026-03-12,0.0183,0.0,0.0,0.0,0.0,1.252,263.8
726,730,2026-03-12,0.0377,0.0,0.0016,0.0,0.0,2.586,275.6
727,731,2026-03-12,0.0439,0.0,0.0016,0.0,0.0,3.74,211.2
728,732,2026-03-12,0.054,0.0,0.0016,0.0,0.0,5.34,267.2
729,733,2026-03-12,0.049,0.0,0.0022,0.0,0.0,5.172,298.8
730,734,2026-03-12,0.0549,0.0,0.0022,0.0,0.0,5.818,345.4
731,735,2026-03-12,0.0345,0.0,0.0006,0.0,0.0,4.484,301.0
732,736,2026-03-12,0.0254,0.0,0.0006,0.0,0.0,2.818,299.8
733,737,2026-03-12,0.02,0.0,0.0029,0.0,0.0,1.218,246.0
734,738,2026-03-12,0.0209,0.0,0.0024,0.0013,0.0,0.646,177.2
735,739,2026-03-12,0.0149,0.0,0.0024,0.0013,0.0,1.334,139.0
736,740,2026-03-13,0.0299,0.0,0.0028,0.0013,0.0,1.334,241.6
737,741,2026-03-14,0.0277,0.0,0.0032,0.0013,0.0,1.698,355.4
738,742,2026-03-14,0.0353,0.0,0.0009,0.0013,0.0,1.698,386.4
739,743,2026-03-14,0.0327,0.0,0.0009,0.0,0.0,1.698,374.8
740,744,2026-03-14,0.0538,0.0,0.0014,0.0,0.0,1.316,462.8
741,745,2026-03-15,0.0468,0.0,0.0027,0.0,0.0,1.316,401.8
742,746,2026-03-15,0.0561,0.0,0.0022,0.0,0.0,0.952,291.2
743,747,2026-03-15,0.0438,0.0,0.0022,0.0,0.0,0.952,278.6
744,748,2026-03-15,0.0465,0.0,0.0026,0.0,0.0,1.952,388.0
745,749,2026-03-17,0.0396,0.0,0.0021,0.0,0.0,3.962,311.4
746,750,2026-03-17,0.0434,0.0,0.0004,0.0005,0.0,4.762,354.2
747,751,2026-03-17,0.0421,0.0,0.0021,0.0005,0.0,4.762,356.8
748,752,2026-03-18,0.0431,0.0,0.0021,0.0005,0.0,4.762,375.4
749,753,2026-03-19,0.0416,0.0,0.0017,0.0005,0.0,6.762,280.8
750,754,2026-03-19,0.0305,0.0,0.0017,0.0005,0.0,3.8,274.8
751,755,2026-03-19,0.0188,0.0,0.0017,0.0,0.0,3.0,210.2
752,756,2026-03-20,0.0116,0.0,0.0004,0.0,0.0,3.652,446.0
753,757,2026-03-20,0.0188,0.0,0.0004,0.0,0.0,5.318,567.0
754,758,2026-03-21,0.0228,0.0,0.0004,0.0,0.0,2.318,551.8
755,759,2026-03-22,0.021,0.0,0.0018,0.0,0.0,2.964,598.0
756,760,2026-03-23,0.026,0.0,0.0018,0.0,0.0,2.964,595.2
757,761,2026-03-23,0.0265,0.0,0.0014,0.001,0.0,2.312,388.4
758,762,2026-03-23,0.0241,0.0,0.0014,0.0016,0.0,0.646,307.6
759,763,2026-03-23,0.0342,0.0,0.002,0.0016,0.0,1.944,450.6
760,764,2026-03-23,0.0356,0.0,0.0006,0.0016,0.0,1.786,447.6
761,765,2026-03-23,0.0361,0.0,0.0018,0.0016,0.0,1.786,504.6
762,766,2026-03-24,0.0356,0.0,0.0018,0.0006,0.0,6.072,481.0
763,767,2026-03-24,0.042,0.0,0.0018,0.0,0.0,6.072,403.2
764,768,2026-03-24,0.0375,0.0,0.0014,0.0,0.0,4.774,479.0
765,769,2026-03-24,0.0373,0.0,0.0014,0.0,0.0,5.824,423.6
766,770,2026-03-24,0.0352,0.0,0.0002,0.0,0.0,5.824,431.6
767,771,2026-03-26,0.0396,0.0,0.0002,0.0,0.0,1.538,423.4
768,772,2026-03-26,0.0294,0.0,0.0002,0.0,0.0,1.538,430.6
769,773,2026-03-26,0.0186,0.0,0.0,0.0,0.0,1.538,202.2
770,774,2026-03-26,0.0272,0.0,0.0002,0.0001,0.0,0.486,725.0
771,775,2026-03-26,0.0369,0.0,0.0002,0.0001,0.0,0.486,678.0
772,776,2026-03-27,0.0328,0.0,0.0002,0.0001,0.0,0.486,685.8
773,777,2026-03-28,0.0309,0.0,0.0002,0.0001,0.0,0.486,676.4
774,778,2026-03-28,0.0329,0.0,0.0002,0.0001,0.0,1.736,681.0
775,779,2026-03-28,0.0255,0.0,0.0,0.0,0.0,1.25,196.6
776,780,2026-03-28,0.0177,0.0,0.0,0.0,0.0,1.25,204.8
