标题,发布/编辑时间,赞同数,内容摘要,链接
如果夏亚在格里普斯战役是开的是高达mk3会怎样？,未知,0,你至少得给他一台ex-s或者是mk5。 就是不知道爱丽丝会不会受得了夏亚…,https://www.zhihu.com/question/1924476175478167471/answer/1925707966906103795
高达独角兽第一集里的吉刚队长为什么会被如此神话？,未知,0,"杰刚队长那段作画其实是吧很多粉丝心里脑补过无数次的正规ms战给好好画出来了。 不是炮灰一愣神下一帧就爆炸了。而是有好好的描写出王牌驾驶员在面对浮游炮攻击的瞬间是如何反击的，最开始两个杰刚驾驶员的反应已经很出乎人意料了，让人不禁觉得""这个片子有点东西嘛""，而随后杰刚队长的战斗就是意外惊喜了。 ""对，ms战就是这样的，从游戏到…",https://www.zhihu.com/question/302925947/answer/1924334912284131562
三寸金莲明明看起来很丑陋很恶心，为什么古人会以三寸金莲为美呢？,未知,0,首先，我百分百批判缠足这种反人类恶习，其次，我个人认为三寸金莲这玩意很恶心 最后，我认为人形生物上，尖小脚还是有美感的。…,https://www.zhihu.com/question/14809724583/answer/1924275197034357897
《机动战士高达GQuuuuuuX 》已经完结，如何评价其大结局？对第二季有什么展望？,未知,0,"挺好的 至少这部脱胎于0079的同人原创模型动画的重点再也不是政治和现实映射以及是否反战。 ""看高达先辨立场""这套讨论方式是真的会把高达系列给弄死的。本来高达的剧情就很简单——吉恩星人侵略地球，杀光了地球…",https://www.zhihu.com/question/1921153445819319971/answer/1924137765760643776
高达中吉翁发动作战为什么要迫害其他殖民地而不是与其结盟？,未知,0,因为0079的tv还是受到古早机器人动画的影响，吉恩是被当做邪恶宇宙人来描写的。所谓的一周消灭人类一半人口，扔殖民卫星，屠杀宇宙居民等等行为，你把它当成超时空要塞里天顶星人把地球烧玻璃把人类杀干净的行为对标，就能理解为什么0079要这样塑造吉恩了。 可惜后来动画热播了以后融入了太多军武向的内容和键政，吉恩的行为就很难圆回…,https://www.zhihu.com/question/358488258/answer/1923664726090560181
为什么有很多女人也会看女性类同性恋的，但是在男人中却很少有看男性类同性恋作品的？,未知,0,好像在这样的百合组合在女性眼里就会很不适，类似男性看到bl一样。 很有趣…,https://www.zhihu.com/question/1902720298803009208/answer/1923513545447961125
如何评价《机动战士高达GQuuuuuuX》第十二集？,未知,0,太好了，一直打最终话都没有姨姥一直叫嚣的“高达味”。 真的太好了 我觉得这片有可能会是高达一个新的起点，比seed更好的起点。 起码uc高达不再是一个旧时代的古板化石了。…,https://www.zhihu.com/question/1920998881480648069/answer/1921035652817985770
为什么现在舆论场上男性的动员能力和战斗力相对女性都很低呢？,未知,0,不是现在。很早以前就是这样。没有互联网的时候，你去漫展就能看到一小撮腐女靠大呼小叫和夸张的肢体动作来覆盖掉她们讨厌的观点。如果她们觉得不能尽兴讨论她们喜爱的观点，还能靠集体发出和哭一样的尖叫笑声来嘲笑别人想要表达的话以达到让别人闭嘴的目的。 一直都是这样的路数。…,https://www.zhihu.com/question/1919860397147664418/answer/1920482808159250399
如何评价《机动战士高达GQuuuuuuX》第十一集？,未知,0,不论gquuuuux的争议点有多大，这片能让看完的05后饶有兴趣的去补0079的tv，我觉得光这点真的是近几年的几部新tv都无法做到的，很牛逼。,https://www.zhihu.com/question/1918471283760428745/answer/1920072932245349523
漫画内容有可能做到与粉丝共创吗？,未知,0,那么这些粉丝瞬间就会变成作者的甲方 几百几千个甲方，还各自有各自的想法 想想就恐怖…,https://www.zhihu.com/question/1898031655790305823/answer/1919116988212552853
为什么会有人觉得高达水星的魔女以女性为主角很没劲？,未知,0,开玩笑，真女同机甲番神无月的巫女劲大得一批,https://www.zhihu.com/question/620395889/answer/1918002406538581689
招聘的人会对应聘者一身的纹身产生负面印象吗？为什么？,未知,0,这个事情最好不要汴京。 你有一万个理由和别人解释纹身是正确的，是彰显自我个性，是好的。 但是对方有可能会回答你“对对对，你这样很好，请回去等通知吧” 你互联网上辩赢了所有人，也改变不了现实里大多数不发声音沉默的人就是会拒绝这玩意这个事实。…,https://www.zhihu.com/question/1889318498787885249/answer/1915751422370247926
为什么说不要在慢热的女生身上浪费时间？,未知,0,她不是慢热，只是不喜欢你,https://www.zhihu.com/question/12700448031/answer/1915750573803800559
创业需要解决的核心问题是什么？,未知,0,能赚钱，能迅速的赚到钱，能做出来就能赚到钱,https://www.zhihu.com/question/12788004521/answer/1914779718814795153
都说女生不靠追，要靠吸引，但为什么我觉得这句话有问题？,未知,0,恋爱是不讲道理的。 对方喜欢你就是喜欢你。 你追成功了，是因为她喜欢你 你觉得你有吸引力？不，只是因为她喜欢你。 她喜欢你，你做什么都是对的。 想不明白这层问题的人，就会把“她喜欢我”误解成“我很有吸引力”或者是“我很有追女孩子的技巧” 然后再把这些经验死板的复述给别人。告诉别人“你恋爱的时候应该怎么怎么做” 但是遇到不喜欢你的女孩…,https://www.zhihu.com/question/13625746106/answer/1913180986247739018
为什么要远离社会底层？,未知,0,这个世界是靠社会底层运行起来的。很多工作都是这个阶层来完成的 能在社会底层里混得开，很多事情办起来会很轻松。…,https://www.zhihu.com/question/853504106/answer/1912758046440026321
从《三色绘恋》TE到《高考恋爱100天》，为什么这些gal这么爱写不如意的BE线后续当后日谈？,未知,0,我发现国内无论是漫画作者还是galgame制作人。 他们所谓的“坚持梦想”，“咬咬牙都想做下去”，“想要创造一个独特的世界”。 归根结底就是“希望别人来看我瞎逼逼，看我抱怨，然后围着我排泄出来的情绪垃圾讨论”。 很多人吃糠咽菜债台高筑的去做游戏画漫画要实现的所谓的梦想，其实就是这盘醋。…,https://www.zhihu.com/question/1912224968642658436/answer/1912523312954860572
为什么人们通常不相信漂亮女孩是一个工程师？,未知,0,因为真的挺让人震惊的。 我一个玩cos的朋友，不能叫工程师，只是搞生产开发的。她人挺漂亮的，身材也好，很瘦，腿也长。 但是她的手很糙，手指很细但是有老茧，整个手都很粗粝。有一年她剪了短发，我问她怎么突然剪了留了好多年的头发？是不是想换造型了？她说不是，只是因为头发被混合液黏住了又没办法打理，所以就干脆全剪了。 我认识她的时候…,https://www.zhihu.com/question/35194640/answer/1912423966250874666
为什么男生抱着玩玩的态度追女生更容易成功？,未知,0,“成功”只有一个原因——对方愿意和你玩 无论是“随便玩玩”，还是“认真追”这些个理论，都没有任何意义没有任何可比性和没有任何参考价值。 对方看你顺眼，你做什么都是对的。 你可能觉得自己的行为是“哦我是随便玩玩我洒脱我不经意从这一刻起我就是超级海王啦我太帅了！” 其实对方压根不关心，她只是觉得看到你就很开心觉得你很搞笑让她很快乐…,https://www.zhihu.com/question/625063817/answer/1912419268143850176
为什么明明漂亮和聪明都是天生的，聪明却更受人追捧?,未知,0,一个能对你说“你先去睡吧，剩下的事情我来解决”并且第二天真的能把事情办妥的人。 一个会对你说“你这样说话做事情会惹来许多麻烦，你闭嘴，我来说”，这样的话，然后真的就能让你活得很轻松的人。 一个能让你觉得做什么事情都很靠谱，分析什么事情都很透彻，做什么事情都很有效率的人。 难道还比不过一个单纯的美少女？啊？…,https://www.zhihu.com/question/1892252860214923761/answer/1912416696653834104
你敢穿七八十块钱的鞋子去上班吗?,未知,0,我穿15块钱的拖鞋上班……,https://www.zhihu.com/question/1900800514670691199/answer/1912415369508925938
抛开道德，抛开一切束缚，让你畅所欲言，你想要什么？,未知,0,一万发波动炮炸死你们所有人！,https://www.zhihu.com/question/641915294/answer/1912414579541139936
是否没人考虑过ms包括高达的直立人形态完全不适合机动作战问题？,未知,0,所以机械设定师属于动画行业而不是军工行业呀。 贬低玩具来显摆军事知识真的太low了…,https://www.zhihu.com/question/1889757393988077264/answer/1912166668697854321
动漫圈有哪些值得一看的「冷门神作」？,未知,0,我说个在国内很冷门的11区国民级神作 宇宙战舰大和号2199…,https://www.zhihu.com/question/577704105/answer/1911019007907172806
如何看待中年人说 90 年代中专生相当于现在的 985/211 大学生？,未知,0,不好好读书将来只能上中专这话90年代已经是普遍认知了啊。 80后还没开始死绝呢就开始吹中专了？…,https://www.zhihu.com/question/8614495900/answer/1910100225143596493
假设所有游戏都关了，学生们都会学习吗？,未知,0,笑死，只要有地理课本我能打一个晚上的世界大战。,https://www.zhihu.com/question/386258652/answer/1910098228407440878
各位佬，大家高达入坑番是哪一部，哪一年在国内看的?,未知,0,02年我爸在家里抱着我看0083的光碟，那年我5岁。对了他当年给我看的还是剧场版。 我爸说当年他入坑是在日本的时候在电视上看到z高达，我现在想想都觉得很神奇…… ps：我爸说我两岁的时候看eva旧剧场版吓哭过，而我已经完全没有印象了。…,https://www.zhihu.com/question/14259431893/answer/1908638598795863137
如何评价《机动战士高达GQuuuuuuX》第七集？,未知,0,对不起我错了，上一集我还在怀疑联邦埋头发展科技吉恩拼命划水这仗要怎么打 看完这集——你开都不会开，还谈什么性能啊！ 这就是提坦斯精英的实力？啊？这俩绑一块都不够魔女打的吧！ 这精神力是纸糊的吧…… 让一个白毛萝莉和大猩猩爬墙……真想知道她发疯的时候是个什么样子的精神状态 ps：两个地雷女发疯真好看！ ps2:这汉布拉比真好看！想看…,https://www.zhihu.com/question/1908350913120276849/answer/1908635281021723301
